spi1,prob1,proj_score1,importance1,score1,xg1,nsxg1
95.57,0.8594,2.7,16.7,2.0,3.4,5.72
45.27,0.2187,1.12,52.5,2.0,1.94,0.53
39.43,0.3882,1.37,55.1,3.0,1.52,1.21
52.91,0.3504,1.37,17.2,0.0,1.92,2.39
32.07,0.5381,1.84,24.3,2.0,4.32,2.64
21.58,0.4095,1.54,31.6,3.0,1.08,1.42
55.85,0.248,1.23,0.0,3.0,2.94,1.59
58.61,0.5888,1.83,44.7,2.0,2.0,1.76
83.63,0.4749,1.77,5.0,1.0,0.87,1.47
54.9,0.1471,0.85,1.5,1.0,0.96,1.0
41.06,0.32899999999999996,1.34,2.2,2.0,1.43,1.02
58.72,0.4895,1.45,27.3,3.0,1.09,0.83
51.12,0.295,1.22,17.9,1.0,0.6,1.11
74.23,0.5566,1.92,64.5,3.0,0.73,0.31
46.94,0.4132,1.27,6.4,1.0,0.52,1.17
54.5,0.6039,1.68,20.4,2.0,2.23,1.28
27.19,0.4927,1.54,16.2,1.0,1.57,1.37
67.76,0.5334,1.71,65.2,1.0,2.03,1.14
50.68,0.4811,1.35,50.8,2.0,1.29,0.56
79.82,0.4928,1.74,100.0,0.0,0.42,0.78
66.26,0.4555,1.73,0.0,8.0,4.12,1.46
38.1,0.552,1.64,26.6,2.0,2.77,2.0
41.99,0.4598,1.43,3.7,1.0,0.96,1.63
81.13,0.4006,1.69,81.5,4.0,2.33,1.97
52.37,0.1203,0.8,4.8,0.0,0.52,0.99
39.75,0.3283,1.23,29.1,1.0,1.52,1.13
65.77,0.6992,2.15,54.1,2.0,1.76,1.72
64.36,0.2446,1.06,49.6,1.0,0.96,0.21
51.76,0.4895,1.52,25.4,1.0,0.66,1.31
69.15,0.5103,1.65,63.8,1.0,0.45,0.94
43.51,0.5218,1.66,46.8,2.0,1.2,0.94
51.71,0.3635,1.19,28.7,0.0,1.26,1.45
43.06,0.5614,1.62,50.0,1.0,1.25,0.94
38.76,0.3967,1.28,33.9,0.0,0.98,0.96
52.29,0.6254,1.89,7.3,3.0,1.86,1.0
67.44,0.5544,1.63,45.1,3.0,3.1,1.53
32.87,0.4613,1.65,37.5,2.0,2.67,0.81
51.89,0.3391,1.11,29.4,1.0,0.35,1.43
41.82,0.3063,1.1,25.4,1.0,0.84,0.41
81.74,0.5899,1.96,61.4,3.0,1.37,1.35
20.2,0.2057,0.9,4.6,2.0,0.36,0.46
81.44,0.6157,1.76,30.6,3.0,2.33,1.58
29.28,0.4745,1.89,17.5,0.0,1.15,1.51
56.74,0.267,1.09,24.2,1.0,2.17,1.62
33.3,0.4748,1.51,23.4,2.0,1.65,2.3
92.29,0.4402,1.83,100.0,2.0,1.01,1.11
42.77,0.4896,1.56,29.7,1.0,0.77,0.88
40.61,0.4174,1.43,3.6,0.0,1.75,1.38
64.29,0.4159,1.54,70.4,3.0,3.1,1.17
67.1,0.4472,1.59,33.5,2.0,0.56,0.83
57.9,0.4406,1.56,19.2,3.0,1.71,1.06
66.99,0.4039,1.38,28.7,1.0,0.48,1.32
76.47,0.6259,1.79,0.2,0.0,1.17,1.99
58.81,0.1588,0.91,16.9,1.0,0.69,1.23
42.21,0.2493,1.19,10.8,2.0,0.44,0.94
61.17,0.5488,1.8,22.9,2.0,1.18,1.47
90.66,0.6048,1.94,100.0,2.0,1.16,1.64
45.6,0.6409,2.15,14.5,2.0,1.9,2.67
31.22,0.5502,1.8,21.9,0.0,0.63,1.24
52.84,0.3937,1.2,29.4,2.0,0.46,0.46
86.55,0.8448,2.63,54.4,4.0,3.06,1.91
24.87,0.3511,1.39,43.1,2.0,1.61,0.83
57.2,0.4108,1.35,35.7,1.0,1.49,2.28
70.0,0.4622,1.32,22.4,1.0,1.19,0.95
57.76,0.495,1.48,33.9,2.0,1.24,1.48
46.32,0.5063,1.3,3.6,2.0,1.21,0.75
63.6,0.315,1.01,34.5,0.0,0.73,0.63
26.86,0.1517,0.91,0.0,0.0,0.56,0.97
44.52,0.4587,1.28,26.6,1.0,1.58,1.16
58.17,0.5558,1.46,4.0,2.0,1.51,1.3
48.29,0.415,1.41,26.4,2.0,1.75,0.95
63.02,0.3888,1.38,21.6,1.0,1.76,1.09
61.55,0.3051,1.09,48.0,2.0,1.48,2.35
25.77,0.5456,1.89,22.9,0.0,0.68,1.42
67.87,0.4852,1.49,29.4,1.0,2.93,1.42
62.97,0.6722,1.9,35.7,2.0,1.83,0.74
62.75,0.7294,1.94,81.9,1.0,2.4,1.01
66.58,0.348,1.51,47.9,0.0,1.19,1.23
46.72,0.5345,1.74,10.6,2.0,1.37,3.51
51.02,0.4295,1.46,37.2,1.0,1.67,1.54
37.07,0.3621,1.14,100.0,0.0,0.6,0.81
73.58,0.5901,2.03,37.0,4.0,2.06,1.64
54.9,0.4802,1.26,24.6,2.0,2.62,1.85
36.12,0.3745,1.18,0.4,0.0,1.3,1.61
58.65,0.4612,1.38,1.3,1.0,1.73,0.91
53.12,0.5683,1.62,21.8,2.0,1.69,1.82
49.76,0.5066,1.73,29.4,1.0,2.13,1.78
46.13,0.5019,1.57,31.7,1.0,1.01,0.58
58.12,0.3438,1.06,33.2,1.0,0.8,0.95
37.45,0.3607,1.34,38.7,3.0,1.28,0.71
51.12,0.579,1.77,0.1,1.0,0.91,1.23
34.3,0.469,1.53,21.5,1.0,1.41,1.41
41.21,0.3274,1.18,20.9,0.0,0.46,0.85
55.57,0.4511,1.51,32.3,3.0,0.51,0.98
31.55,0.4342,1.42,0.0,3.0,1.78,2.12
32.42,0.4561,1.52,60.1,2.0,1.68,2.03
51.63,0.5078,1.61,25.3,3.0,0.94,1.92
61.49,0.6551,1.96,14.6,1.0,0.84,1.65
79.65,0.5389,1.91,100.0,3.0,2.66,2.82
52.65,0.6,1.72,23.6,1.0,0.86,0.79
49.9,0.3752,1.2,46.1,0.0,0.36,1.59
50.07,0.4979,1.47,81.5,0.0,1.32,1.66
73.8,0.4808,1.55,42.4,3.0,3.17,1.77
39.25,0.4039,1.37,80.3,0.0,0.74,1.37
30.63,0.5774,1.96,42.9,2.0,1.43,1.14
20.59,0.3895,1.45,0.9,1.0,1.71,1.18
26.08,0.53,1.77,2.2,2.0,1.19,1.77
28.33,0.2524,1.12,48.0,0.0,0.4,0.54
67.4,0.7343,2.56,0.0,2.0,2.27,1.71
35.2,0.5046,1.37,3.7,2.0,1.56,1.21
44.68,0.3101,1.18,26.2,2.0,1.53,1.25
31.76,0.2973,1.12,49.1,0.0,2.74,2.19
37.38,0.4293,1.4,70.9,1.0,1.29,0.81
31.99,0.3966,1.41,40.5,3.0,1.33,0.88
60.52,0.4798,1.73,12.7,1.0,0.58,1.48
43.51,0.4599,1.48,52.5,1.0,1.74,1.48
39.43,0.6608,1.79,99.6,3.0,1.24,2.28
73.61,0.4947,1.81,19.3,4.0,3.62,1.67
49.33,0.2812,0.95,38.7,0.0,1.77,1.68
55.31,0.4006,1.18,33.1,1.0,1.34,1.68
46.24,0.5032,1.51,42.4,1.0,0.99,0.69
80.32,0.6531,2.12,0.0,5.0,2.54,2.96
33.18,0.4168,1.41,28.7,3.0,2.75,2.92
60.75,0.2007,1.15,20.3,3.0,1.76,1.11
65.4,0.4295,1.7,33.0,2.0,2.06,0.84
70.42,0.6306,1.83,67.5,1.0,1.79,2.48
89.16,0.8495,2.58,73.7,6.0,3.31,3.12
79.45,0.4608,1.27,21.1,3.0,1.44,1.31
47.99,0.4204,1.32,19.3,1.0,1.25,1.3
38.01,0.4233,1.25,47.3,1.0,0.77,1.32
86.02,0.6573,1.71,65.6,1.0,2.8,2.29
35.55,0.1995,0.86,46.5,1.0,1.11,0.53
46.87,0.3929,1.13,0.0,1.0,0.66,1.13
58.17,0.2209,1.04,15.6,0.0,0.35,0.88
62.62,0.5033,1.63,33.4,0.0,0.38,0.59
57.38,0.4308,1.33,45.0,1.0,1.61,1.33
34.34,0.4198,1.33,0.0,1.0,1.02,1.39
71.55,0.1636,0.96,66.5,2.0,2.04,0.85
73.19,0.532,1.71,94.2,3.0,1.78,1.17
40.2,0.2794,1.07,19.9,1.0,0.67,1.11
59.57,0.2157,1.1,32.4,3.0,0.74,1.02
81.8,0.6159,2.07,100.0,3.0,2.07,1.63
50.7,0.7543,2.14,15.9,1.0,0.73,1.42
65.26,0.1717,1.2,54.5,0.0,0.75,1.03
34.52,0.5144,1.61,22.0,2.0,1.21,0.92
54.47,0.3612,1.21,33.7,1.0,1.26,0.66
61.62,0.5015,1.5,28.1,1.0,1.27,0.79
19.85,0.3155,1.09,40.9,0.0,1.78,1.24
46.15,0.1634,0.85,8.6,2.0,0.83,0.64
66.06,0.4601,1.5,31.9,2.0,1.08,0.93
32.05,0.3838,1.56,3.6,1.0,3.94,2.06
80.4,0.8914,2.89,57.5,3.0,3.89,1.87
45.48,0.4952,1.68,7.5,0.0,2.08,1.63
54.55,0.1819,1.0,8.1,0.0,0.58,0.36
34.32,0.3717,1.28,1.9,2.0,2.6,1.32
56.83,0.5854,1.45,8.2,2.0,1.42,0.99
80.55,0.7671,2.62,56.7,0.0,1.13,2.03
66.52,0.5003,1.47,37.4,2.0,1.7,0.48
76.83,0.4833,1.61,57.6,2.0,2.92,1.71
46.16,0.2364,1.08,35.5,1.0,1.17,1.47
62.23,0.3222,1.33,43.7,1.0,0.69,1.82
59.27,0.5485,1.78,59.1,1.0,0.74,1.07
58.38,0.1087,0.97,44.9,2.0,1.43,0.82
34.1,0.3713,1.55,26.7,1.0,1.07,1.0
85.1,0.4823,1.92,51.3,2.0,1.73,1.94
58.88,0.3658,1.38,21.9,1.0,1.7,0.66
46.77,0.4207,1.38,24.8,1.0,1.67,1.41
36.42,0.4871,1.58,0.0,2.0,0.73,1.61
63.97,0.4712,1.74,75.1,4.0,1.76,0.36
41.73,0.4111,1.32,3.3,3.0,0.88,0.9
58.64,0.4092,1.53,4.5,1.0,0.95,0.66
34.45,0.4119,1.24,39.8,1.0,1.4,1.84
74.63,0.5192,1.5,46.7,2.0,1.11,0.71
62.78,0.5459,1.63,70.2,2.0,1.21,0.69
66.24,0.3535,1.25,39.3,1.0,0.92,0.65
31.5,0.3422,1.21,4.9,0.0,0.49,1.3
50.56,0.4461,1.36,29.9,0.0,1.36,1.68
78.12,0.4528,1.51,100.0,0.0,0.72,1.17
78.76,0.6148,2.17,53.2,2.0,3.16,1.6
79.8,0.6816,1.89,0.0,2.0,0.96,0.98
40.23,0.39,1.21,0.0,0.0,2.44,1.82
59.22,0.177,1.0,39.1,1.0,1.21,0.59
43.53,0.354,0.95,18.2,1.0,1.4,0.8
51.09,0.5363,1.63,12.5,1.0,1.49,2.01
36.53,0.4184,1.45,23.4,2.0,0.65,1.34
56.9,0.4505,1.33,10.7,1.0,1.09,1.68
37.76,0.4246,1.6,18.6,1.0,1.06,0.89
50.52,0.4824,1.38,48.8,1.0,2.14,1.19
45.45,0.4612,1.39,1.1,0.0,0.56,0.57
61.52,0.3767,1.35,20.1,3.0,3.29,1.18
65.62,0.5067,1.63,40.9,0.0,0.94,1.44
38.54,0.3003,1.13,57.2,0.0,0.22,0.71
66.48,0.4136,1.29,15.1,0.0,1.28,1.09
45.76,0.2339,0.99,26.3,2.0,1.04,1.03
66.73,0.6427,2.04,56.4,1.0,1.82,2.1
70.92,0.5266,1.68,17.5,2.0,0.19,0.85
59.5,0.6658,1.63,29.2,3.0,2.66,1.8
43.82,0.3673,1.36,1.0,2.0,1.98,0.76
62.3,0.2927,1.01,48.4,2.0,1.0,1.04
62.89,0.3988,1.34,0.1,1.0,0.45,0.66
90.82,0.8439,2.51,38.2,7.0,3.05,1.41
75.96,0.5392,1.99,10.4,1.0,2.05,1.9
68.05,0.5946,2.06,50.4,3.0,1.37,1.85
88.43,0.8791,2.54,20.3,1.0,0.59,1.26
69.18,0.6188,1.65,56.6,1.0,0.76,1.46
39.41,0.2694,1.06,5.0,0.0,0.41,0.47
81.77,0.6894,2.15,62.4,3.0,2.36,1.77
80.08,0.595,1.99,65.4,3.0,3.29,2.59
52.17,0.5324,1.56,19.9,1.0,0.96,1.03
78.09,0.4339,1.67,100.0,3.0,2.93,1.83
49.78,0.5108,1.62,22.0,0.0,0.27,0.88
37.78,0.5589999999999999,1.51,21.7,0.0,1.17,2.39
30.95,0.4147,1.55,38.3,1.0,1.14,1.09
64.2,0.395,1.21,33.7,1.0,1.18,0.89
69.06,0.441,1.51,0.0,0.0,1.22,0.55
92.12,0.7795,2.56,100.0,5.0,4.27,3.33
49.07,0.3637,1.21,24.6,1.0,0.35,1.17
39.43,0.3408,1.3,34.4,0.0,0.67,1.55
75.76,0.528,1.81,67.2,2.0,1.76,1.3
66.84,0.5062,1.64,40.7,1.0,0.83,1.11
63.7,0.4034,1.33,1.4,1.0,0.84,1.77
80.85,0.7609,2.07,49.5,3.0,2.8,1.8
30.95,0.3377,1.45,22.4,3.0,1.92,1.33
77.34,0.6894,2.32,65.8,2.0,3.17,2.0
76.65,0.6579999999999999,2.27,17.6,1.0,0.44,3.18
73.92,0.191,1.3,21.0,1.0,1.05,1.33
59.28,0.5922,1.74,57.8,2.0,2.95,1.15
54.98,0.4193,1.2,14.5,1.0,1.28,0.88
65.05,0.5449,1.46,25.1,0.0,0.57,1.93
82.45,0.5847,1.63,61.1,2.0,2.27,1.98
53.5,0.5446,1.47,52.7,1.0,1.23,2.03
54.19,0.5367,1.62,25.0,1.0,1.51,1.72
73.43,0.2857,1.21,21.2,2.0,1.55,1.0
52.26,0.1012,0.91,55.1,0.0,0.41,0.83
36.58,0.5351,1.86,24.8,1.0,0.91,0.81
39.7,0.415,1.28,0.7,0.0,0.43,0.86
45.02,0.5736,1.76,30.3,0.0,1.26,1.87
73.03,0.7747,2.23,0.5,0.0,1.18,1.6
41.83,0.4215,1.26,0.4,2.0,1.97,2.2
59.46,0.7527,2.35,68.1,2.0,0.73,1.36
76.33,0.5188,1.58,62.0,1.0,0.7,0.7
58.86,0.5968,2.18,100.0,1.0,0.4,0.49
44.02,0.4636,1.65,3.1,2.0,3.07,1.99
60.03,0.3766,1.12,55.3,0.0,0.96,2.08
79.05,0.8618,2.51,96.1,2.0,1.4,2.07
64.52,0.4538,1.41,32.4,1.0,3.23,1.84
50.89,0.5835,1.8,68.3,3.0,1.65,1.26
42.13,0.4052,1.23,3.0,1.0,0.83,1.25
42.77,0.4747,1.48,36.2,1.0,0.75,0.95
57.95,0.4017,1.23,37.4,1.0,0.78,0.4
35.42,0.3992,1.89,15.3,2.0,1.11,1.49
44.82,0.441,1.37,41.9,0.0,1.03,0.69
46.04,0.6139,1.96,56.8,3.0,3.29,1.92
66.24,0.2998,1.15,100.0,2.0,0.48,0.82
41.88,0.5045,1.61,14.3,0.0,0.71,1.37
58.02,0.2872,1.16,9.7,0.0,1.39,0.91
32.15,0.3279,1.23,15.8,1.0,1.29,1.12
87.19,0.8365,2.65,100.0,4.0,4.1,3.0
81.34,0.8235,2.59,47.8,2.0,1.83,1.98
58.11,0.313,1.14,22.6,1.0,1.39,0.6
29.15,0.5075,1.74,23.0,2.0,1.18,0.7
63.89,0.5278,1.84,0.1,1.0,2.41,2.57
80.28,0.5867,1.89,73.1,2.0,2.25,1.15
61.37,0.4384,1.34,0.0,1.0,0.45,1.06
47.79,0.3228,1.14,52.8,0.0,0.3,1.1
92.9,0.9278,3.02,47.6,5.0,4.09,3.11
43.08,0.4518,1.38,20.1,0.0,0.28,0.73
76.51,0.8502,2.56,96.6,2.0,2.39,2.68
48.16,0.2534,1.09,0.0,3.0,1.74,1.96
65.96,0.2062,1.08,20.4,0.0,0.78,2.02
56.99,0.1354,0.89,12.3,1.0,1.15,1.06
45.54,0.4803,1.47,25.5,1.0,1.44,1.24
36.09,0.4316,1.36,16.1,2.0,0.82,1.23
36.66,0.5262,1.72,0.4,2.0,1.22,1.53
60.78,0.6568,1.62,0.0,3.0,1.77,2.86
69.53,0.5525,1.65,67.2,2.0,2.85,1.07
76.35,0.7596,2.19,42.7,1.0,2.02,2.42
52.63,0.5474,1.73,29.8,2.0,3.84,2.5
70.39,0.1054,0.72,0.0,0.0,0.35,1.13
22.45,0.5079,1.77,15.3,3.0,2.07,1.59
94.26,0.9183,3.05,100.0,7.0,3.14,2.43
60.93,0.2131,1.29,36.4,1.0,1.47,0.96
23.34,0.41700000000000004,1.16,12.9,3.0,1.47,0.86
30.99,0.4364,1.44,49.0,1.0,1.36,1.79
67.57,0.5403,1.61,29.9,1.0,0.82,0.88
69.99,0.39899999999999997,1.24,59.0,2.0,1.42,0.83
55.17,0.4719,1.29,17.6,0.0,1.68,1.56
48.12,0.5785,1.95,100.0,2.0,1.21,2.06
30.56,0.3188,1.29,30.8,0.0,0.39,1.06
85.47,0.7279,2.2,64.3,1.0,2.84,1.9
38.02,0.4508,1.44,12.3,0.0,2.0,1.63
70.18,0.5125,1.5,28.7,2.0,1.81,1.47
61.12,0.6037,1.72,100.0,0.0,0.84,2.18
58.06,0.4468,1.28,9.8,0.0,0.58,1.62
38.28,0.5437,2.2,0.3,0.0,3.46,2.52
35.06,0.3999,1.27,94.9,1.0,0.86,0.94
54.41,0.2863,1.0,0.6,1.0,1.59,1.01
56.79,0.0871,0.72,31.3,0.0,0.32,0.43
54.86,0.4798,1.53,10.2,1.0,1.63,1.03
58.94,0.2682,1.11,18.1,0.0,1.65,1.58
70.25,0.4737,1.39,0.0,0.0,1.31,1.44
35.72,0.4274,1.67,26.3,2.0,1.46,1.48
62.75,0.4431,1.37,25.8,2.0,2.42,1.22
58.67,0.4963,1.8,45.4,3.0,1.93,1.76
60.7,0.4682,1.68,90.6,2.0,1.01,1.46
55.79,0.4271,1.29,17.4,3.0,0.98,1.27
67.57,0.6611,2.01,62.9,1.0,2.33,2.27
50.4,0.4303,1.55,55.6,1.0,0.81,1.03
63.4,0.3791,1.31,0.0,1.0,2.07,1.46
68.69,0.4087,1.4,25.6,1.0,1.42,1.24
78.13,0.6228,2.13,73.3,0.0,3.05,1.75
53.91,0.4833,1.3,0.0,4.0,2.62,1.28
56.93,0.4985,1.41,0.0,2.0,2.33,1.94
73.32,0.5264,1.44,45.2,1.0,1.25,0.99
64.0,0.1704,0.89,0.1,1.0,0.97,0.78
38.12,0.5189,1.67,33.4,1.0,3.56,3.02
50.58,0.08199999999999999,0.67,46.2,0.0,0.09,0.21
63.81,0.3404,1.8,0.0,4.0,3.01,2.77
26.84,0.2608,1.22,2.1,0.0,0.17,0.49
31.0,0.4932,1.55,37.1,1.0,0.87,1.16
56.22,0.3303,1.34,23.6,0.0,0.66,1.54
79.76,0.5588,1.59,67.0,2.0,1.68,1.25
74.99,0.5192,1.72,8.0,1.0,1.27,0.74
62.73,0.3444,1.26,32.7,2.0,3.19,2.62
23.74,0.3206,1.29,0.0,0.0,0.9,1.33
69.14,0.4457,1.27,0.6,2.0,2.43,1.12
44.98,0.3869,1.1,0.0,3.0,0.49,0.07
52.23,0.0956,0.72,2.6,2.0,1.33,1.54
62.57,0.7382,2.14,70.9,0.0,0.94,0.78
45.65,0.4929,1.53,10.6,4.0,2.38,1.26
41.69,0.4477,1.43,27.9,2.0,1.69,1.85
57.74,0.3691,1.35,24.8,1.0,1.67,1.1
42.27,0.4222,1.59,33.4,1.0,0.52,1.07
48.75,0.5447,1.51,13.8,2.0,1.33,1.7
32.1,0.5351,1.73,24.7,3.0,2.39,1.4
63.17,0.6155,1.51,54.2,2.0,2.6,1.28
51.9,0.5987,1.88,27.4,2.0,1.56,1.74
92.04,0.8622,2.89,0.0,2.0,2.05,1.05
54.28,0.3765,1.4,2.9,0.0,0.76,0.8
52.35,0.5008,1.53,32.4,2.0,1.52,2.35
46.84,0.4798,1.51,28.2,2.0,1.5,1.28
67.29,0.3771,1.25,17.5,3.0,1.1,0.7
56.83,0.4318,1.41,1.6,3.0,3.94,1.16
60.58,0.5432,1.8,15.3,1.0,1.38,1.22
36.21,0.3415,1.25,1.3,0.0,0.41,0.7
38.18,0.5039,1.92,11.1,0.0,0.96,1.83
40.75,0.0872,0.66,25.4,0.0,0.55,0.54
73.3,0.3687,1.11,21.7,1.0,0.61,1.31
36.9,0.4607,1.39,3.8,3.0,1.2,1.8
39.22,0.4426,1.48,32.6,1.0,0.93,0.72
44.35,0.4726,1.51,24.6,3.0,1.6,1.17
72.17,0.2654,1.25,0.0,3.0,3.78,2.81
68.36,0.7458,1.85,62.7,3.0,2.23,1.39
70.33,0.4222,1.67,0.0,5.0,2.69,1.29
87.51,0.8012,2.75,0.0,3.0,3.22,1.83
45.94,0.4274,1.43,16.4,1.0,1.69,1.32
41.7,0.361,1.28,29.7,0.0,1.0,0.76
60.77,0.5313,1.48,0.0,2.0,2.17,1.77
44.96,0.4294,1.43,34.1,1.0,1.19,1.73
21.62,0.4906,1.58,57.0,1.0,1.57,1.04
80.49,0.5809,1.56,38.4,1.0,1.16,2.15
61.5,0.3565,1.38,13.1,3.0,1.05,2.0
57.05,0.4607,1.41,16.4,1.0,1.71,1.94
38.56,0.6318,1.84,23.0,2.0,1.93,1.48
36.32,0.5771,1.58,10.6,0.0,2.14,2.21
30.25,0.2556,1.14,33.1,1.0,0.52,0.14
58.95,0.2715,1.19,36.5,2.0,0.71,1.44
58.62,0.3643,1.25,42.7,0.0,1.16,0.95
61.37,0.5662,1.38,24.3,2.0,1.37,1.44
48.38,0.3079,1.21,17.9,0.0,0.95,1.64
61.15,0.0913,0.71,28.4,1.0,0.72,0.53
38.85,0.4483,1.35,0.2,1.0,1.34,0.76
44.34,0.4095,1.28,0.0,0.0,0.85,1.46
37.95,0.4492,1.69,17.4,3.0,2.35,1.03
57.66,0.4749,1.58,41.1,1.0,1.4,1.57
64.79,0.1278,1.08,23.7,1.0,0.75,1.13
69.79,0.5688,2.0,54.5,1.0,1.13,1.17
56.57,0.3658,1.28,23.3,0.0,0.26,0.77
51.11,0.5153,1.54,11.5,1.0,0.97,1.3
55.57,0.5985,1.57,15.5,4.0,1.95,1.12
42.06,0.2046,0.94,35.5,1.0,0.32,0.33
51.58,0.6298,2.16,28.5,1.0,2.82,4.54
69.64,0.5823,1.59,37.5,2.0,1.02,1.01
58.49,0.7546,2.19,53.5,3.0,0.96,1.95
33.41,0.2726,0.99,27.0,2.0,1.07,1.1
62.06,0.6057,1.65,19.8,2.0,2.04,0.77
39.6,0.3768,1.2,0.0,2.0,0.58,0.87
58.32,0.4756,1.53,21.6,1.0,1.09,0.69
65.32,0.2987,1.14,43.4,5.0,2.41,0.46
86.66,0.8759,2.58,81.6,2.0,2.52,1.33
63.35,0.2255,1.04,6.9,1.0,1.02,0.81
48.65,0.4486,1.24,6.7,0.0,0.64,0.91
69.42,0.381,1.35,100.0,0.0,0.26,0.81
45.56,0.4253,1.27,0.0,3.0,0.9,1.08
26.86,0.5422,1.98,25.1,1.0,1.97,2.42
77.65,0.4429,1.71,66.8,3.0,2.25,1.08
42.73,0.27699999999999997,0.96,16.6,0.0,0.58,0.78
38.89,0.5026,1.79,12.8,1.0,2.68,1.76
70.76,0.5906,1.72,40.2,3.0,1.06,1.55
46.68,0.3987,1.23,0.0,3.0,1.15,0.92
53.22,0.4182,1.22,42.9,0.0,2.58,1.88
67.59,0.5436,1.8,5.1,1.0,3.36,1.5
60.1,0.4536,1.18,1.6,2.0,0.32,1.28
75.34,0.5942,1.63,47.9,3.0,3.87,1.74
78.28,0.8715,2.74,100.0,5.0,1.46,1.58
44.36,0.3987,1.22,4.8,2.0,2.46,1.02
43.55,0.4643,1.61,30.7,3.0,2.2,1.62
37.11,0.3099,1.06,0.3,0.0,0.43,0.76
28.14,0.4183,1.73,5.3,1.0,0.49,0.59
61.98,0.518,1.43,0.0,0.0,1.58,1.28
79.76,0.7749,2.87,77.5,4.0,1.6,1.66
57.75,0.3982,1.23,41.0,0.0,0.41,1.35
45.59,0.3223,1.17,100.0,0.0,0.47,0.63
27.87,0.4568,1.6,24.9,3.0,1.97,1.99
66.08,0.4818,1.79,100.0,4.0,2.64,2.12
86.95,0.8351,2.37,96.8,7.0,2.0,1.69
77.22,0.6609,2.52,20.2,2.0,3.71,3.89
34.06,0.1903,1.06,53.9,1.0,0.81,0.85
29.54,0.3192,1.42,50.0,1.0,1.66,1.59
73.19,0.4709,1.51,70.0,0.0,0.82,0.63
57.41,0.5975,1.59,0.6,2.0,2.69,2.17
58.21,0.4976,1.4,62.5,3.0,1.39,0.85
40.5,0.2552,1.2,23.1,0.0,1.35,2.09
55.05,0.2549,1.1,46.9,0.0,0.34,0.94
54.21,0.5035,1.93,2.1,4.0,3.49,2.35
48.24,0.3284,1.25,35.9,0.0,0.35,1.29
45.91,0.3396,1.12,0.0,1.0,0.93,0.97
52.68,0.4763,1.7,59.6,1.0,1.0,1.2
48.43,0.0947,0.79,0.0,2.0,0.5,0.61
48.87,0.6134,1.75,65.5,2.0,1.67,2.35
63.1,0.4597,1.22,40.1,2.0,1.8,0.66
61.48,0.519,1.71,16.1,1.0,1.26,1.48
65.81,0.2965,1.29,39.8,2.0,0.72,0.93
45.9,0.4644,1.34,1.1,0.0,0.42,1.18
73.56,0.1447,1.25,0.0,0.0,1.31,1.54
38.92,0.5047,1.54,0.0,2.0,0.6,0.92
66.26,0.397,1.3,52.4,1.0,1.39,1.29
66.02,0.4692,1.52,0.0,2.0,2.05,1.84
78.26,0.62,1.98,56.4,1.0,1.4,1.64
74.79,0.2981,0.98,18.1,1.0,1.03,0.35
38.88,0.3374,1.24,3.0,0.0,0.63,2.1
57.7,0.2164,1.1,77.0,2.0,1.38,1.05
35.87,0.086,0.64,27.5,1.0,0.35,0.34
83.43,0.6544,1.8,100.0,2.0,1.43,1.55
90.09,0.8688,2.69,7.9,3.0,3.14,2.47
43.78,0.4799,1.35,38.4,1.0,1.6,0.84
41.94,0.4601,1.8,13.0,2.0,1.41,1.84
30.01,0.4729,1.61,25.2,0.0,0.31,1.1
41.41,0.3296,1.09,13.0,4.0,2.61,0.71
78.41,0.5243,1.52,30.1,3.0,2.4,1.51
90.86,0.8702,2.87,79.0,1.0,4.6,3.4
35.29,0.4391,1.5,26.1,4.0,1.56,0.87
50.92,0.5538,1.74,21.4,2.0,3.67,1.91
75.41,0.2888,0.91,22.9,2.0,0.72,0.64
54.47,0.595,1.88,54.7,2.0,2.18,1.5
44.44,0.4719,1.55,0.5,0.0,0.35,1.19
54.63,0.5552,1.72,31.7,3.0,3.01,1.81
76.4,0.3684,1.46,69.9,0.0,0.99,1.85
38.78,0.3847,1.22,0.9,0.0,1.13,1.61
91.97,0.8659,2.92,81.6,3.0,3.41,3.44
19.12,0.2088,1.08,35.0,2.0,2.1,1.63
51.81,0.0777,0.76,30.8,0.0,0.31,0.18
63.78,0.3391,1.12,36.9,0.0,2.13,1.06
51.91,0.2025,0.95,43.2,0.0,0.65,0.85
67.21,0.5993,1.96,64.1,0.0,2.12,1.83
56.94,0.1782,0.89,28.2,0.0,0.4,0.87
24.04,0.4151,1.68,18.9,1.0,0.6,1.08
48.14,0.6615,1.96,17.3,0.0,1.2,1.87
41.29,0.1721,0.94,26.6,2.0,1.03,0.84
56.73,0.1463,0.79,3.1,0.0,0.26,0.8
59.5,0.2187,1.19,34.9,0.0,0.34,0.55
48.27,0.5095,1.59,32.5,0.0,2.01,2.13
42.14,0.6512,1.55,100.0,6.0,2.94,1.64
74.54,0.4506,1.67,59.6,2.0,2.22,1.55
45.13,0.1658,0.83,5.1,1.0,1.79,0.61
62.97,0.3577,1.18,0.0,2.0,2.21,1.58
70.19,0.5947,1.8,34.0,6.0,2.93,1.34
27.88,0.3643,1.31,31.8,1.0,1.74,2.15
42.26,0.4288,1.27,20.3,1.0,0.98,0.98
58.73,0.3848,1.21,27.9,2.0,1.86,1.24
49.11,0.6018,1.62,1.4,2.0,1.36,2.46
