spi1,prob1,proj_score1,importance1,score1,xg1,nsxg1
88.41,0.8755,2.67,37.0,3.0,1.99,2.22
55.34,0.5596,1.63,24.9,1.0,1.2,1.34
38.86,0.5459,1.54,19.1,2.0,1.72,0.76
52.35,0.6165,1.8,0.0,2.0,1.08,1.67
42.41,0.4442,1.29,41.8,3.0,2.36,1.71
41.33,0.2997,1.33,65.3,2.0,2.05,1.31
20.28,0.3045,1.1,34.7,2.0,0.21,0.4
36.96,0.4683,1.46,19.0,2.0,2.07,1.27
60.44,0.2437,0.97,0.5,0.0,0.62,1.94
30.99,0.5341,1.72,21.9,1.0,2.59,2.46
47.67,0.5578,1.64,2.6,1.0,2.13,2.01
34.25,0.4481,1.55,0.7,2.0,1.36,1.88
66.55,0.4701,1.61,23.6,1.0,1.69,1.33
50.39,0.4433,1.29,29.5,1.0,1.09,0.59
34.78,0.4534,1.52,9.0,0.0,0.66,0.97
88.63,0.3985,1.63,100.0,3.0,1.68,0.88
53.79,0.5497,1.67,32.9,1.0,1.19,0.77
42.26,0.4329,1.4,2.7,1.0,0.58,1.06
46.88,0.5088,1.64,0.6,3.0,2.14,1.06
72.29,0.5346,1.33,55.1,0.0,1.28,1.26
47.09,0.3105,1.01,48.9,0.0,0.28,0.21
55.81,0.6442,2.32,100.0,1.0,1.7,2.4
38.34,0.4688,1.87,15.8,5.0,2.11,1.65
63.6,0.4735,1.34,38.0,1.0,0.37,0.68
77.54,0.5309,1.95,66.4,4.0,1.96,1.39
67.44,0.4903,1.58,45.1,6.0,4.06,2.72
52.48,0.4035,1.23,49.9,0.0,1.7,1.38
67.41,0.405,1.34,31.0,0.0,0.45,0.56
83.94,0.7586,2.35,61.2,1.0,1.21,3.1
53.77,0.6387,1.69,0.5,1.0,1.46,1.8
34.79,0.3256,0.95,35.9,1.0,0.67,0.84
54.03,0.3803,1.26,31.6,0.0,0.27,0.76
84.32,0.7902,2.7,72.4,1.0,1.29,3.0
67.63,0.445,1.53,32.8,3.0,0.97,1.12
70.29,0.5977,1.57,19.2,3.0,4.67,2.17
53.23,0.4261,1.23,8.4,0.0,0.23,0.72
67.62,0.3219,1.52,1.3,5.0,2.3,2.18
33.78,0.5381,1.72,23.7,4.0,1.28,1.17
60.07,0.4097,1.57,8.3,5.0,2.0,1.53
77.98,0.7879999999999999,2.28,65.0,2.0,3.14,1.6
58.14,0.5761,1.65,6.1,2.0,3.46,1.98
49.78,0.4163,1.3,16.0,0.0,0.9,1.45
37.67,0.3585,1.43,21.6,1.0,0.91,0.25
45.55,0.1881,0.85,32.8,1.0,1.64,1.27
64.63,0.4102,1.36,45.0,2.0,1.12,1.04
52.4,0.4877,1.41,16.8,1.0,1.01,0.6
49.99,0.6066,1.86,56.4,1.0,1.22,1.88
25.78,0.4439,1.53,15.6,1.0,0.97,1.4
31.06,0.3291,1.43,35.5,2.0,0.9,1.11
68.48,0.7623,2.3,2.8,3.0,1.78,1.08
44.49,0.5688,1.65,39.3,1.0,0.56,1.02
62.97,0.4383,1.22,10.3,1.0,0.3,1.13
56.28,0.5064,1.63,0.1,1.0,1.61,1.32
63.78,0.3262,1.13,40.0,1.0,0.8,1.32
34.01,0.2333,1.01,0.0,0.0,0.83,1.48
91.52,0.7759,2.55,2.4,2.0,1.25,1.74
41.68,0.4257,1.19,1.3,1.0,0.69,0.15
37.68,0.3664,1.04,0.0,3.0,1.01,1.02
36.42,0.4849,1.52,29.2,3.0,1.58,0.57
71.92,0.8451,2.54,77.0,3.0,2.13,1.35
62.74,0.2434,1.02,4.9,0.0,0.67,0.84
69.99,0.5489,1.71,34.0,3.0,2.83,2.38
61.89,0.3578,1.49,28.1,0.0,1.99,1.53
49.06,0.4558,1.47,34.5,4.0,3.43,0.83
55.67,0.0937,1.13,42.2,0.0,0.81,0.96
65.83,0.4173,1.55,36.4,3.0,1.7,1.37
38.84,0.3568,1.25,55.2,0.0,0.56,0.76
30.88,0.5337,2.22,22.2,1.0,1.62,1.55
43.78,0.4572,1.52,19.7,1.0,0.56,1.28
61.63,0.3396,1.25,38.0,0.0,1.27,1.2
79.87,0.6828,2.25,100.0,5.0,4.34,2.57
38.26,0.7045,2.02,100.0,3.0,2.41,1.19
36.91,0.4056,1.32,0.5,0.0,1.47,1.29
66.47,0.2183,1.18,9.9,1.0,0.67,0.91
74.06,0.5526,1.43,31.6,1.0,1.44,1.68
82.96,0.3083,1.46,53.4,2.0,2.08,1.17
58.28,0.0745,0.69,81.0,0.0,1.12,0.74
26.36,0.3767,1.27,0.8,1.0,1.19,1.0
47.54,0.5088,1.59,19.1,2.0,0.98,1.12
61.27,0.235,0.97,0.0,2.0,0.6,0.77
82.35,0.7389,2.28,29.4,4.0,1.41,1.84
67.15,0.4313,1.38,19.0,2.0,1.51,1.52
34.07,0.3858,1.22,16.9,2.0,1.1,1.6
60.86,0.6642,1.99,46.6,3.0,1.92,1.92
31.95,0.3128,1.24,21.3,0.0,0.56,1.61
49.83,0.4913,1.68,28.4,3.0,2.62,2.13
61.7,0.3939,1.53,40.0,1.0,1.64,1.3
83.06,0.6069,1.73,100.0,2.0,1.64,1.57
70.58,0.8138,2.41,60.9,4.0,1.38,0.61
86.55,0.5287,1.6,0.2,2.0,2.0,1.55
46.28,0.5241,1.62,100.0,0.0,0.89,1.53
32.05,0.6064,1.93,47.7,1.0,1.63,1.51
68.37,0.7654,2.09,2.7,1.0,2.51,1.67
60.31,0.7325,2.07,78.7,2.0,2.37,2.29
57.89,0.4623,1.39,21.4,1.0,0.85,0.9
70.33,0.5848,1.47,38.6,2.0,2.23,0.81
61.44,0.1101,0.96,34.7,2.0,2.14,0.89
59.04,0.6446,2.01,2.6,1.0,1.05,1.92
32.88,0.5735,1.74,36.4,1.0,1.16,1.53
41.64,0.3285,1.16,20.3,2.0,2.16,1.23
59.08,0.4132,1.35,44.1,2.0,1.39,1.61
38.32,0.4411,1.39,98.9,5.0,2.76,1.35
41.52,0.5297,1.59,17.0,3.0,0.85,1.16
77.74,0.6255,2.14,77.5,2.0,1.56,1.92
23.77,0.3876,1.3,24.1,0.0,0.29,1.06
45.58,0.4928,1.48,38.7,1.0,0.27,0.6
63.73,0.6417,1.76,58.3,2.0,1.6,1.34
64.91,0.5076,1.64,3.9,0.0,0.76,1.57
47.62,0.3642,1.32,25.1,1.0,1.06,0.9
41.5,0.2786,0.94,1.2,1.0,1.57,1.5
55.28,0.4006,1.34,56.0,3.0,1.46,0.82
44.76,0.5507,1.87,8.5,3.0,3.0,1.38
52.15,0.3534,1.14,47.3,1.0,1.25,0.7
58.81,0.6954,2.17,61.4,2.0,2.69,1.97
88.5,0.8554,2.77,55.5,5.0,5.02,3.75
47.77,0.6816,1.85,100.0,2.0,1.87,1.3
50.13,0.4417,1.47,13.8,2.0,0.81,1.25
83.47,0.8382,2.4,32.0,2.0,2.22,1.66
32.45,0.512,1.77,41.3,4.0,2.44,1.27
40.26,0.4879,1.59,100.0,1.0,1.78,2.0
54.5,0.2945,1.43,80.7,1.0,0.73,0.76
19.72,0.3462,1.17,70.3,1.0,1.2,0.84
71.47,0.4878,1.46,0.8,2.0,0.58,0.64
32.23,0.575,1.89,34.3,1.0,1.43,0.68
29.48,0.2662,1.13,6.1,2.0,1.43,1.02
35.7,0.45399999999999996,1.31,18.1,1.0,0.96,1.36
40.1,0.3869,1.13,35.2,2.0,1.95,1.11
35.6,0.2028,1.03,40.0,0.0,0.44,0.93
70.94,0.4779,1.7,2.2,1.0,1.35,1.18
79.98,0.7107,2.01,100.0,3.0,1.77,1.21
74.32,0.4905,1.69,18.5,2.0,0.6,0.86
62.68,0.5068,1.54,59.0,2.0,3.81,2.2
57.19,0.4088,1.22,13.0,1.0,1.07,1.44
81.72,0.508,1.88,57.8,1.0,1.32,2.08
37.52,0.4121,1.4,0.0,1.0,0.91,1.8
51.15,0.4572,1.45,10.1,1.0,1.89,1.44
57.17,0.0688,0.75,46.1,2.0,0.3,0.6
29.55,0.5258,1.57,34.7,1.0,0.71,1.12
61.28,0.247,1.35,0.0,1.0,0.39,0.8
47.93,0.3318,1.13,0.0,1.0,1.04,0.47
93.49,0.9038,3.28,43.9,3.0,3.35,1.83
32.82,0.2349,1.05,0.0,2.0,1.5,0.67
76.04,0.6354,2.04,61.3,2.0,3.73,3.02
57.94,0.4094,1.33,55.8,0.0,1.03,1.56
76.35,0.6566,1.92,56.7,0.0,0.73,0.88
72.76,0.6,1.92,43.1,0.0,1.07,1.27
82.83,0.6726,2.42,67.5,1.0,1.91,2.24
61.23,0.3598,1.19,27.7,2.0,1.74,0.56
39.08,0.0457,0.25,28.4,0.0,0.33,0.63
50.88,0.5811,1.78,100.0,1.0,1.83,1.66
62.29,0.4546,1.41,21.9,5.0,2.0,0.68
67.94,0.5848,1.67,54.9,5.0,4.16,2.37
32.53,0.5023,1.79,42.6,3.0,1.82,1.63
45.12,0.4194,1.27,100.0,0.0,1.09,0.89
41.62,0.4147,1.34,0.0,3.0,3.3,1.06
43.85,0.6206,1.71,100.0,3.0,1.67,1.49
39.24,0.3792,1.39,11.5,0.0,0.04,0.58
87.05,0.8488,2.9,81.4,2.0,3.15,3.75
78.02,0.6207,2.15,76.3,1.0,1.16,3.16
30.87,0.3733,1.5,0.0,2.0,1.29,0.96
47.91,0.3267,1.22,26.8,0.0,0.86,0.93
51.13,0.3902,1.21,32.6,2.0,2.4,1.52
39.1,0.4418,1.43,47.2,1.0,0.8,1.28
44.47,0.5363,1.8,100.0,3.0,2.04,2.27
32.46,0.2271,0.96,63.4,0.0,0.51,1.2
42.14,0.3487,1.07,1.5,0.0,0.35,1.44
76.29,0.5681,1.48,24.9,0.0,1.4,1.47
18.26,0.3339,1.19,43.3,1.0,0.72,1.41
70.12,0.3962,1.49,29.2,0.0,0.23,0.24
46.33,0.5624,1.55,42.3,2.0,0.77,1.33
34.44,0.5239,1.73,26.9,2.0,2.67,2.11
40.59,0.2785,0.84,5.1,0.0,1.28,1.77
44.37,0.4381,1.24,1.1,1.0,1.72,0.74
92.06,0.9128,3.12,59.8,3.0,2.7,1.54
38.08,0.4219,1.29,0.6,1.0,0.66,0.86
49.43,0.2054,0.87,1.2,0.0,0.34,0.65
59.24,0.4597,1.7,21.4,1.0,1.0,1.14
73.44,0.5285,1.65,32.8,1.0,1.91,2.39
77.26,0.4886,1.46,0.2,0.0,0.41,1.44
93.88,0.9,3.07,80.0,4.0,7.04,2.85
53.47,0.5331,1.47,100.0,3.0,3.79,1.1
73.57,0.5233,1.71,14.8,0.0,0.82,1.17
25.04,0.3155,0.99,22.7,1.0,1.57,1.78
41.62,0.4085,1.4,17.3,2.0,1.35,1.44
41.54,0.0861,0.71,10.5,1.0,1.54,0.94
70.33,0.3059,1.33,24.2,0.0,0.38,1.02
43.14,0.5014,1.64,0.0,1.0,0.47,0.58
26.12,0.3356,1.21,2.9,2.0,0.95,0.91
23.74,0.4909,1.5,0.0,4.0,2.33,1.09
61.55,0.3067,1.3,16.5,2.0,1.57,0.86
28.73,0.4732,1.73,21.4,4.0,3.42,1.65
72.2,0.5774,1.55,10.2,1.0,1.49,1.55
57.52,0.5617,1.59,30.2,0.0,0.3,0.61
85.13,0.8416,2.49,47.7,1.0,2.36,3.37
73.74,0.5997,1.5,0.6,2.0,1.9,1.25
41.41,0.6847,1.97,78.2,2.0,2.12,1.52
40.59,0.4156,1.59,0.0,2.0,1.22,1.78
48.93,0.3614,1.22,21.9,1.0,0.55,0.56
58.3,0.4365,1.36,42.5,1.0,0.93,1.07
30.57,0.4655,1.66,11.3,0.0,1.34,2.19
43.41,0.4624,1.55,25.3,0.0,2.01,1.1
51.5,0.6309,2.24,100.0,4.0,2.99,2.18
41.28,0.3914,1.19,52.9,1.0,1.63,0.9
93.2,0.8899,2.99,65.2,2.0,3.06,4.48
51.54,0.4267,1.45,22.4,1.0,0.8,0.66
50.53,0.4498,1.43,32.5,1.0,0.31,1.02
60.64,0.0724,0.79,0.2,1.0,0.71,0.73
63.39,0.48200000000000004,1.73,0.2,5.0,2.8,0.74
40.53,0.3389,1.31,23.8,1.0,0.35,0.3
81.59,0.8757,2.6,100.0,4.0,1.97,2.26
59.52,0.5899,1.61,4.9,1.0,1.17,1.66
41.93,0.3795,1.28,40.3,0.0,0.84,1.18
36.4,0.5095,1.31,44.6,2.0,0.7,0.69
55.94,0.2896,1.23,73.6,1.0,1.1,1.2
57.76,0.5382,1.5,11.5,0.0,1.26,1.67
70.42,0.7611,1.86,100.0,2.0,1.22,0.83
47.85,0.515,1.74,19.9,2.0,0.38,0.72
42.82,0.2213,1.02,0.0,1.0,0.96,1.42
48.0,0.5345,1.6,24.0,3.0,2.15,1.17
22.16,0.3771,1.45,6.6,0.0,0.61,0.46
73.37,0.6741,2.06,65.5,1.0,0.7,0.63
38.81,0.4602,1.83,29.1,1.0,1.2,2.1
37.4,0.6543,2.11,100.0,2.0,1.46,1.22
84.99,0.7433,2.43,100.0,3.0,2.88,2.35
58.45,0.4469,1.35,0.2,2.0,1.96,0.87
67.42,0.4609,1.43,43.3,1.0,1.38,0.38
49.77,0.5853,1.79,34.6,2.0,1.67,1.05
50.09,0.4264,1.2,6.9,0.0,1.3,1.01
33.0,0.6004,1.94,37.2,1.0,3.25,3.57
37.06,0.4223,1.3,43.6,0.0,1.44,1.03
44.92,0.3927,1.17,5.1,2.0,0.35,0.76
83.88,0.8178,2.26,80.7,1.0,2.01,2.99
40.06,0.3923,1.37,28.7,1.0,0.66,1.19
69.43,0.6044,1.59,54.3,0.0,1.31,0.99
53.81,0.4882,1.47,100.0,1.0,1.23,1.76
89.97,0.7578,1.94,53.7,5.0,2.26,0.99
66.65,0.5155,1.59,32.6,2.0,2.27,1.37
76.52,0.5248,1.85,51.8,1.0,2.95,2.87
61.88,0.4133,1.21,53.0,1.0,0.46,1.36
74.85,0.7346,2.23,90.8,5.0,2.45,1.61
69.3,0.3286,1.29,13.5,1.0,2.25,1.11
69.55,0.4074,1.36,21.5,1.0,1.83,1.44
75.3,0.6708,2.29,63.2,1.0,2.32,2.2
34.24,0.5075,1.66,64.8,2.0,1.47,2.26
83.42,0.4903,1.72,69.2,4.0,2.95,0.63
76.08,0.4437,1.37,22.0,1.0,1.27,0.82
81.7,0.8849,2.75,0.0,3.0,3.92,3.37
61.81,0.2388,1.09,0.4,0.0,0.8,0.66
56.72,0.2183,1.13,39.0,3.0,2.46,1.5
40.6,0.4646,1.19,60.8,0.0,0.6,2.25
53.76,0.4593,1.48,10.5,1.0,0.56,0.47
63.73,0.1256,0.73,14.4,2.0,0.78,0.67
72.87,0.4438,1.4,14.3,0.0,0.4,0.48
48.21,0.3977,1.33,0.0,1.0,0.6,0.81
53.08,0.5201,1.39,1.1,1.0,1.45,0.59
39.38,0.3965,1.23,1.5,1.0,0.78,1.49
62.1,0.3456,1.02,57.2,0.0,0.8,0.7
68.67,0.4805,1.61,44.5,2.0,1.22,1.57
73.45,0.4826,1.57,27.8,1.0,2.03,1.27
77.18,0.7179,2.22,47.9,1.0,2.98,2.65
70.29,0.2776,1.08,71.2,1.0,0.52,0.73
41.04,0.2587,1.07,24.9,0.0,1.11,0.9
54.51,0.4687,1.42,31.0,3.0,1.53,0.56
61.07,0.6764,1.92,3.5,3.0,1.46,2.38
39.97,0.4356,1.42,39.6,1.0,1.55,0.97
85.71,0.7604,2.15,66.3,3.0,2.49,2.38
48.18,0.419,1.14,19.4,2.0,1.56,0.72
78.49,0.6252,1.86,44.3,2.0,2.67,2.87
73.36,0.8067,2.53,68.5,2.0,0.93,1.2
69.78,0.7040000000000001,1.98,36.1,2.0,1.89,1.8
65.91,0.3708,1.55,33.4,1.0,1.64,2.33
50.37,0.2586,1.07,1.6,1.0,0.72,0.84
28.23,0.5381,1.51,20.3,2.0,1.32,0.93
71.99,0.5799,1.68,1.3,0.0,2.27,1.64
72.41,0.5242,1.69,31.1,2.0,1.07,1.04
50.97,0.2014,1.1,0.3,0.0,0.17,0.82
51.15,0.4827,1.32,49.8,0.0,0.9,1.78
91.33,0.8071,2.61,61.3,2.0,1.29,1.3
61.06,0.2705,1.33,91.2,0.0,0.66,0.28
73.12,0.8948,2.46,84.8,2.0,1.58,1.43
63.31,0.2529,0.78,39.4,0.0,0.53,0.79
36.93,0.4624,1.62,4.2,1.0,1.53,1.2
25.94,0.365,1.43,45.1,2.0,1.31,1.48
80.51,0.5679,1.6,29.8,0.0,3.12,2.19
60.37,0.5185,1.48,19.6,0.0,0.29,0.92
47.16,0.475,1.5,16.9,2.0,2.22,2.83
38.38,0.41,1.31,0.7,1.0,0.94,0.96
77.4,0.4318,1.7,100.0,4.0,3.38,2.08
71.11,0.1818,1.03,25.2,1.0,0.95,1.22
44.61,0.4537,1.4,19.4,0.0,0.22,1.36
52.87,0.5431,1.68,25.3,3.0,0.89,0.94
39.56,0.4175,1.35,80.4,1.0,1.66,2.02
53.66,0.2801,1.06,38.3,3.0,4.05,1.95
53.48,0.5265,1.81,0.0,2.0,2.39,2.17
53.27,0.1833,0.91,7.9,0.0,1.52,1.34
41.68,0.5796,1.9,14.2,3.0,3.41,2.89
56.09,0.4211,1.67,48.4,1.0,0.93,1.5
19.57,0.3996,1.33,50.1,1.0,1.12,1.77
50.58,0.6853,2.03,13.5,1.0,1.73,0.97
48.0,0.5069,1.46,41.6,1.0,2.28,2.67
52.71,0.1285,0.72,25.4,1.0,0.82,1.21
34.57,0.2333,1.03,7.8,0.0,0.22,0.49
87.68,0.7635,2.39,35.4,3.0,2.62,3.53
40.34,0.4228,1.32,0.8,0.0,0.76,1.2
52.18,0.4013,1.28,11.2,2.0,1.35,1.22
31.71,0.5367,1.75,21.8,4.0,2.9,1.76
54.97,0.4457,1.18,42.8,1.0,1.13,1.14
60.11,0.6976,2.15,24.2,3.0,1.28,2.33
21.08,0.2995,1.27,39.3,3.0,1.1,1.33
34.82,0.5112,1.8,62.8,2.0,2.09,1.99
79.77,0.7578,2.4,48.3,2.0,2.18,2.63
66.98,0.3328,1.42,43.0,2.0,3.56,1.66
24.0,0.3396,1.67,11.8,2.0,1.8,1.33
46.32,0.3051,1.33,13.5,1.0,1.72,1.4
52.23,0.1904,1.12,92.6,2.0,1.14,0.74
28.38,0.4439,1.71,6.0,1.0,1.79,1.58
64.37,0.2289,0.81,15.7,0.0,0.37,0.56
29.97,0.4291,1.49,35.1,0.0,0.99,1.25
63.15,0.3021,1.16,30.8,1.0,0.9,1.18
39.99,0.3597,1.29,0.0,1.0,1.97,1.9
70.9,0.1836,1.17,81.4,1.0,0.89,0.83
63.37,0.3585,1.47,5.5,3.0,2.07,1.42
49.09,0.3422,1.09,0.0,0.0,0.95,1.01
43.62,0.3328,1.04,31.8,3.0,1.31,1.18
86.95,0.4127,1.47,31.7,1.0,0.97,1.02
51.83,0.4519,1.55,29.5,1.0,0.99,0.88
34.37,0.4481,1.72,26.9,1.0,0.84,1.57
49.79,0.4088,1.22,0.0,0.0,1.21,1.28
54.58,0.2407,1.11,0.0,2.0,0.75,0.89
74.0,0.2218,1.29,6.2,1.0,1.42,1.24
56.56,0.271,1.09,0.4,0.0,0.41,0.79
49.6,0.3362,0.94,41.9,1.0,1.43,1.47
20.96,0.4452,1.48,34.8,2.0,1.69,0.87
24.93,0.3555,1.21,29.7,1.0,0.76,1.8
80.19,0.2552,0.98,100.0,1.0,1.03,1.95
26.38,0.1918,1.12,2.1,0.0,0.1,0.22
33.88,0.3485,1.37,1.1,0.0,1.21,1.42
81.34,0.6884,2.28,50.5,2.0,3.22,3.11
41.41,0.442,1.22,33.3,2.0,1.24,1.12
39.97,0.336,1.28,23.9,1.0,1.5,0.73
79.92,0.7404,2.31,67.9,5.0,4.82,3.71
78.4,0.4006,1.35,100.0,3.0,2.53,1.26
53.49,0.4472,1.48,49.4,1.0,1.07,1.06
67.57,0.3997,1.53,3.9,3.0,2.68,2.28
41.26,0.4443,1.49,32.2,0.0,0.79,1.35
43.94,0.4346,1.48,30.3,3.0,0.79,1.27
72.59,0.6027,1.9,50.3,3.0,2.46,2.46
55.37,0.4258,1.2,0.1,2.0,1.19,1.46
39.94,0.3115,1.54,15.7,3.0,0.95,1.7
51.39,0.3095,1.54,0.0,1.0,0.62,1.5
33.57,0.3391,1.3,20.3,4.0,3.87,2.14
47.19,0.4021,1.3,43.7,1.0,0.29,0.3
77.82,0.4384,1.49,90.3,0.0,0.79,1.05
51.02,0.251,1.04,22.8,1.0,1.12,1.42
73.34,0.1873,1.05,35.6,1.0,0.53,0.64
59.97,0.6317,2.21,100.0,2.0,1.88,2.43
40.3,0.4246,1.35,3.9,3.0,2.0,0.78
57.62,0.483,1.63,5.3,1.0,1.27,1.02
60.97,0.5487,1.77,24.9,1.0,2.11,1.52
57.94,0.6785,1.96,39.9,3.0,1.65,1.28
61.7,0.5097,1.49,21.4,0.0,1.0,1.55
59.28,0.469,1.39,0.0,2.0,2.02,1.9
65.33,0.3916,1.38,34.0,2.0,1.34,0.8
39.16,0.3618,1.22,3.7,1.0,1.08,1.16
59.22,0.3866,1.37,19.4,2.0,0.72,0.95
41.54,0.4989,1.57,2.5,0.0,0.64,1.25
39.45,0.2871,0.92,1.6,1.0,0.89,1.2
37.89,0.4293,1.27,42.6,1.0,0.7,1.55
69.79,0.6741,2.22,57.4,3.0,3.24,1.79
72.66,0.5043,1.71,37.2,2.0,2.68,2.15
79.85,0.7759999999999999,2.97,0.0,4.0,2.05,4.45
33.09,0.4288,1.53,26.5,0.0,1.94,3.28
73.52,0.5261,1.6,0.0,0.0,0.69,0.81
39.26,0.5,1.66,52.9,1.0,1.42,1.88
43.98,0.4411,1.37,32.8,1.0,1.13,0.44
72.43,0.4769,1.5,64.5,1.0,0.92,1.12
60.63,0.6319,1.59,6.7,1.0,0.31,0.64
56.93,0.5429999999999999,1.63,38.6,2.0,1.77,1.48
76.52,0.3892,1.62,100.0,0.0,0.68,0.95
79.5,0.8847,2.63,100.0,1.0,2.09,1.84
68.03,0.4498,1.45,20.6,0.0,0.97,1.28
80.8,0.6113,2.13,69.2,1.0,1.55,1.82
61.39,0.1919,0.87,17.2,2.0,2.05,1.01
52.7,0.2963,1.03,55.5,0.0,0.57,1.36
44.28,0.4459,1.38,4.7,0.0,1.54,1.42
46.82,0.5573,1.6,2.8,3.0,1.12,0.99
52.08,0.4112,1.2,44.3,1.0,0.92,0.99
56.81,0.4384,1.24,15.1,0.0,1.69,1.41
71.96,0.6803,1.93,49.3,2.0,2.16,1.94
55.3,0.4602,1.51,17.5,2.0,1.42,1.31
53.92,0.0822,0.89,8.6,1.0,0.3,0.63
37.47,0.4132,1.33,6.8,2.0,1.19,1.67
53.74,0.6275,2.07,84.5,1.0,1.07,1.19
34.24,0.4165,1.48,32.6,1.0,1.8,2.56
58.63,0.3685,1.35,55.9,1.0,1.69,1.92
55.62,0.3723,1.26,1.5,1.0,1.29,2.17
43.69,0.342,1.19,0.8,2.0,1.6,1.11
45.97,0.5403,1.87,58.9,3.0,1.56,0.47
67.67,0.5381,2.02,0.0,1.0,2.01,2.81
42.98,0.5209,1.42,15.3,0.0,3.24,1.49
51.22,0.5486,1.74,22.6,4.0,2.67,2.11
40.39,0.4146,1.49,34.1,1.0,0.42,0.99
31.49,0.2628,1.16,47.9,1.0,1.28,1.31
70.1,0.3712,1.32,32.1,0.0,1.12,1.25
52.94,0.4322,1.14,31.1,0.0,1.02,1.23
35.93,0.1435,1.05,43.6,0.0,0.48,1.15
68.77,0.4574,1.4,0.0,3.0,0.37,0.28
55.29,0.3367,1.31,55.1,2.0,0.88,0.7
62.31,0.5184,1.89,12.3,1.0,1.11,2.08
46.19,0.1398,0.94,3.8,2.0,1.15,0.93
42.57,0.3552,1.14,31.6,2.0,2.09,1.68
68.17,0.3797,1.21,38.3,1.0,1.97,1.51
64.09,0.5499,1.73,22.1,0.0,1.0,1.45
64.96,0.48100000000000004,1.5,40.6,3.0,1.3,1.22
60.26,0.4124,1.44,18.1,2.0,0.76,1.23
57.34,0.4073,1.34,29.5,2.0,1.12,0.95
74.87,0.3834,1.53,51.0,3.0,1.97,1.09
60.34,0.5202,1.71,40.6,1.0,2.01,1.43
57.04,0.4199,1.31,0.0,3.0,1.95,0.99
40.12,0.5352,2.37,11.5,3.0,1.58,2.76
49.56,0.3085,1.05,45.9,1.0,1.04,1.59
59.66,0.1771,0.84,0.5,0.0,0.4,1.48
65.08,0.4724,1.51,29.6,4.0,2.26,1.7
54.63,0.479,1.63,22.8,1.0,0.78,3.0
63.27,0.3297,1.34,44.8,1.0,1.66,1.88
48.61,0.4828,1.42,3.2,0.0,0.98,1.38
58.15,0.5168,1.64,5.1,3.0,1.66,0.86
65.86,0.3695,1.4,34.5,1.0,1.83,1.19
91.52,0.6392,2.21,2.5,1.0,1.07,1.96
43.73,0.3964,1.38,45.5,0.0,1.11,1.69
47.54,0.5389,1.41,0.1,3.0,1.56,0.52
53.45,0.5454,1.66,45.0,2.0,2.41,2.93
20.28,0.4514,1.58,46.9,1.0,0.41,0.66
77.55,0.4701,1.41,41.4,1.0,1.1,0.63
33.21,0.6023,1.87,34.3,3.0,2.56,2.58
37.71,0.3846,1.25,8.9,1.0,0.44,1.68
63.07,0.5801,1.7,12.2,3.0,1.2,1.4
46.05,0.0605,0.6,38.1,1.0,0.59,0.56
31.94,0.5221,1.62,21.2,2.0,2.71,2.08
58.75,0.4402,1.43,49.3,2.0,1.98,0.77
60.77,0.495,1.26,15.6,2.0,1.06,1.08
53.95,0.5008,1.63,100.0,1.0,0.75,0.82
38.21,0.3016,1.22,39.9,2.0,1.24,1.53
33.1,0.4476,1.35,25.3,1.0,1.17,1.3
30.6,0.4168,1.57,20.0,2.0,2.47,1.31
57.81,0.5266,1.64,47.2,0.0,1.14,0.86
62.53,0.5585,1.56,23.4,2.0,1.49,1.84
65.71,0.2207,0.75,15.4,0.0,1.41,1.74
32.55,0.4753,1.49,20.8,3.0,3.03,1.53
31.45,0.2549,1.07,7.5,0.0,0.35,0.5
47.49,0.2353,1.06,0.8,0.0,1.1,2.17
25.67,0.5104,1.54,0.4,1.0,1.09,1.94
44.3,0.5496,1.64,20.6,1.0,1.4,1.55
36.45,0.5057,1.8,18.1,0.0,1.59,0.98
48.07,0.275,1.16,14.1,0.0,1.21,1.3
83.49,0.447,1.87,40.2,0.0,0.37,1.34
45.75,0.5665,1.83,19.3,0.0,0.81,1.92
29.0,0.3036,1.21,55.6,3.0,1.92,1.31
43.18,0.4273,1.3,14.8,0.0,0.38,0.82
64.23,0.3334,1.47,37.0,0.0,0.47,0.63
65.9,0.48700000000000004,1.6,29.8,1.0,2.17,2.27
65.65,0.3322,1.35,17.5,1.0,1.52,1.15
73.47,0.4966,1.72,82.5,2.0,0.91,1.38
35.86,0.6177,1.83,21.3,2.0,1.42,1.36
38.18,0.4453,1.62,0.0,2.0,1.61,1.06
78.99,0.3149,1.41,29.4,2.0,1.0,0.77
24.67,0.4852,1.49,36.2,2.0,1.28,0.62
48.92,0.5806,2.02,12.1,3.0,2.4,2.22
62.56,0.1255,0.96,35.2,0.0,0.96,2.16
57.86,0.5989,1.78,0.0,2.0,1.18,1.68
44.4,0.36200000000000004,1.23,0.1,0.0,0.41,0.52
53.53,0.5514,1.6,30.0,1.0,1.0,2.07
38.92,0.4043,1.63,42.2,5.0,3.16,2.09
58.65,0.3741,1.13,1.6,1.0,1.07,1.83
71.56,0.1666,0.79,44.8,0.0,0.24,0.87
66.38,0.3043,1.06,23.4,2.0,1.24,0.79
34.95,0.2917,1.03,0.0,0.0,1.21,0.81
29.41,0.4496,1.49,39.4,1.0,1.37,1.04
86.98,0.7775,2.1,57.4,2.0,1.96,1.5
36.17,0.3,1.13,40.6,2.0,0.94,1.49
37.44,0.2759,0.96,47.7,0.0,1.14,1.88
