spi2,prob2,proj_score2,importance2,score2,xg2,nsxg2
59.7,0.4016,1.2,8.9,0.0,1.25,1.96
40.01,0.3188,1.43,6.4,1.0,0.9,0.78
41.82,0.3786,1.53,22.5,1.0,0.44,1.47
42.62,0.2684,1.18,6.3,1.0,1.53,0.89
20.85,0.1278,0.66,0.2,1.0,1.35,0.7
40.4,0.2404,1.19,23.3,2.0,0.21,0.35
35.59,0.2545,1.16,17.5,3.0,0.74,0.83
64.4,0.1121,0.95,69.4,0.0,0.86,1.21
46.25,0.1994,1.02,21.3,2.0,1.51,1.76
55.98,0.2387,0.89,19.6,0.0,0.48,1.22
43.99,0.3279,1.29,14.0,2.0,1.19,1.8
64.8,0.1501,0.82,100.0,1.0,1.01,0.78
50.45,0.3079,1.1,22.4,0.0,0.12,0.24
72.66,0.3417,1.27,23.3,1.0,1.4,2.07
40.81,0.2982,1.42,100.0,1.0,0.92,1.09
73.38,0.309,1.21,25.0,1.0,1.12,0.83
77.67,0.5658,1.98,74.5,5.0,3.64,1.93
52.25,0.1622,0.57,5.9,1.0,1.0,0.52
45.74,0.3281,1.21,6.0,1.0,1.52,1.04
66.6,0.3139,1.23,26.5,0.0,2.35,1.29
55.56,0.2526,0.92,56.9,1.0,1.46,0.98
33.53,0.0731,0.54,50.0,1.0,0.47,0.42
36.4,0.2211,0.93,39.0,0.0,0.3,0.34
60.91,0.3768,1.28,4.7,1.0,0.91,1.41
34.07,0.2496,1.09,17.0,1.0,0.94,1.04
43.03,0.3437,1.15,22.0,0.0,1.26,1.27
52.36,0.3267,1.19,6.6,1.0,1.42,0.61
55.7,0.2577,1.08,12.9,3.0,1.3,0.88
40.22,0.363,1.51,19.2,0.0,1.53,2.83
89.86,0.748,2.46,77.7,1.0,2.0,1.94
39.22,0.2578,0.92,34.2,0.0,0.42,1.07
35.48,0.2156,1.23,27.5,3.0,2.21,1.61
61.56,0.0397,0.47,0.0,0.0,0.62,0.91
58.76,0.3887,1.37,100.0,1.0,1.1,1.68
66.7,0.2503,1.17,0.1,1.0,1.84,1.2
70.7,0.209,1.16,15.7,1.0,0.45,0.92
63.39,0.542,1.84,67.0,2.0,0.97,0.76
32.37,0.222,1.08,41.4,2.0,1.07,1.3
60.33,0.4967,1.56,44.5,1.0,0.55,1.03
58.4,0.2919,1.04,2.1,0.0,0.7,0.88
26.28,0.0476,0.42,0.0,1.0,1.39,0.58
76.87,0.2631,1.09,67.1,2.0,0.93,0.62
37.19,0.2391,0.93,30.2,1.0,0.43,1.34
62.94,0.3537,1.33,80.9,1.0,0.48,1.15
32.65,0.3259,1.29,44.9,0.0,1.09,0.75
47.99,0.1923,0.65,0.0,0.0,1.24,1.07
50.81,0.182,0.76,38.8,0.0,0.51,0.48
26.7,0.2513,1.05,39.0,2.0,1.24,0.63
43.59,0.1612,0.75,49.3,1.0,0.81,0.35
47.18,0.1667,0.94,58.0,1.0,1.34,0.96
39.19,0.32299999999999995,1.29,57.2,2.0,1.99,2.0
80.59,0.3026,0.93,62.4,0.0,0.19,0.48
38.68,0.2472,0.84,40.3,2.0,0.39,0.93
64.6,0.1582,0.78,20.5,3.0,1.92,1.31
27.91,0.2192,1.06,21.8,3.0,1.11,0.65
83.41,0.632,2.02,11.6,4.0,1.25,1.38
53.11,0.222,0.84,36.4,1.0,1.54,1.38
90.97,0.6041,2.64,0.0,2.0,1.27,1.14
39.41,0.4411,1.66,30.4,5.0,1.45,1.25
44.26,0.3071,1.07,6.4,1.0,0.81,1.12
84.44,0.4465,1.56,49.1,3.0,2.29,2.21
30.1,0.3101,1.4,23.7,2.0,1.24,1.18
46.61,0.3923,1.2,2.9,3.0,2.23,1.05
64.93,0.2722,1.12,80.8,2.0,1.94,0.55
61.39,0.3487,1.49,5.4,0.0,0.79,2.04
53.04,0.3087,1.02,41.2,3.0,1.44,0.82
50.83,0.2934,1.36,17.0,3.0,2.05,1.63
30.43,0.2706,1.09,6.7,0.0,0.19,0.46
30.47,0.3381,1.22,21.7,3.0,1.65,1.83
26.5,0.27,1.16,44.9,1.0,1.22,0.93
90.57,0.6098,2.01,50.8,3.0,2.21,1.38
67.19,0.2414,0.96,49.9,1.0,1.08,0.98
63.45,0.4594,1.61,0.0,4.0,1.79,0.99
62.64,0.4304,1.66,0.0,1.0,0.26,0.97
56.98,0.2801,1.29,23.0,0.0,1.0,0.83
62.31,0.3938,1.22,0.0,2.0,3.7,2.28
86.11,0.2601,1.28,100.0,3.0,1.39,1.38
53.81,0.2523,1.1,45.0,3.0,2.38,1.79
79.7,0.4424,1.65,47.7,1.0,1.31,0.96
76.36,0.2753,1.05,27.1,1.0,1.51,1.51
64.49,0.133,0.88,34.3,3.0,3.28,1.38
26.68,0.3479,1.27,24.3,0.0,0.69,0.86
64.68,0.4797,1.51,0.0,0.0,2.33,2.68
40.96,0.3846,1.44,28.6,2.0,3.02,2.19
58.96,0.306,1.31,20.1,3.0,1.87,0.74
59.73,0.354,1.29,54.2,0.0,0.48,0.84
45.42,0.2985,0.97,0.1,0.0,0.92,1.3
60.99,0.4314,1.54,72.1,0.0,0.82,1.16
45.68,0.2768,1.04,44.6,1.0,0.43,1.0
49.78,0.1361,0.57,40.4,1.0,0.62,0.64
75.29,0.3762,1.44,13.5,2.0,1.17,1.56
63.12,0.2696,1.17,0.0,2.0,2.01,1.52
54.67,0.3717,1.21,24.7,0.0,0.84,1.38
30.06,0.3512,1.49,35.0,0.0,1.65,2.52
53.5,0.1968,0.88,55.6,1.0,1.14,1.25
44.62,0.3428,1.35,24.9,2.0,1.28,1.03
49.14,0.1554,0.87,13.2,1.0,1.37,0.86
74.82,0.5484,2.0,59.0,1.0,1.15,1.11
60.48,0.1971,0.88,26.2,0.0,0.64,0.78
28.68,0.2073,0.97,44.4,3.0,1.16,0.54
50.38,0.1825,0.71,18.3,0.0,0.17,0.43
57.28,0.3053,1.21,0.0,1.0,0.52,0.58
65.37,0.24,1.24,14.0,0.0,0.9,0.77
38.1,0.1006,0.54,28.8,1.0,0.89,1.36
49.53,0.0243,0.2,0.2,0.0,0.43,0.69
77.48,0.3278,1.44,24.8,2.0,2.12,2.57
65.93,0.1427,0.73,34.4,2.0,1.65,1.38
39.62,0.2551,0.79,42.5,1.0,1.06,1.28
55.78,0.3127,1.21,37.2,2.0,1.77,0.62
28.52,0.3547,1.37,3.9,1.0,1.34,1.6
26.26,0.129,0.8,0.0,0.0,0.59,0.55
18.83,0.2778,1.12,40.4,1.0,0.71,1.13
71.73,0.3045,1.25,46.7,1.0,1.19,2.0
56.08,0.267,1.13,19.3,0.0,0.63,0.96
76.62,0.1091,0.87,48.7,2.0,1.37,1.25
38.39,0.2682,1.0,74.7,1.0,1.92,1.04
53.12,0.2125,0.95,28.2,0.0,0.08,0.4
39.97,0.0993,0.68,33.4,2.0,1.35,1.47
76.59,0.258,1.07,76.0,2.0,0.95,1.54
62.92,0.3777,1.17,57.1,3.0,1.28,1.21
60.93,0.1957,0.77,50.3,3.0,1.86,0.71
47.43,0.2716,1.05,0.4,2.0,0.95,1.17
28.29,0.2591,0.96,63.6,1.0,0.69,1.12
40.53,0.14800000000000002,0.72,45.3,1.0,0.45,0.44
41.43,0.3085,1.09,1.4,2.0,1.1,1.51
41.77,0.2567,1.32,81.1,3.0,1.57,1.66
57.99,0.3772,1.5,100.0,0.0,1.04,1.58
68.8,0.2475,0.95,37.2,0.0,0.61,1.0
52.26,0.5125,2.15,97.2,2.0,1.51,1.53
48.15,0.5066,1.72,13.4,0.0,0.66,1.47
58.66,0.4038,1.17,0.0,3.0,1.04,0.83
55.97,0.2388,1.14,0.6,1.0,0.82,1.12
60.84,0.303,1.07,24.9,0.0,1.13,0.58
80.88,0.3584,1.39,24.0,2.0,1.23,1.13
66.52,0.2057,0.76,49.0,0.0,0.81,0.15
23.55,0.2281,0.94,13.1,1.0,0.88,0.55
58.52,0.2138,0.88,28.0,0.0,0.41,0.91
24.85,0.0535,0.49,5.2,0.0,0.33,0.68
60.83,0.498,1.62,4.0,2.0,0.7,0.91
44.71,0.3592,1.32,52.0,4.0,1.37,1.05
70.15,0.2307,1.08,39.1,2.0,1.51,0.92
74.43,0.054000000000000006,0.57,0.3,1.0,1.37,0.68
80.93,0.4283,1.36,57.8,1.0,1.43,1.91
37.36,0.2739,1.11,23.0,0.0,0.13,0.51
69.08,0.34700000000000003,1.37,26.7,2.0,1.64,1.11
84.39,0.5945,1.85,58.8,3.0,2.16,1.35
38.96,0.3131,1.34,97.2,2.0,1.26,1.34
62.32,0.3121,1.1,0.0,2.0,1.0,0.85
69.35,0.3057,1.24,0.8,0.0,0.73,1.17
35.6,0.1964,1.0,0.0,1.0,1.2,1.4
41.56,0.3762,1.55,31.0,2.0,1.23,1.82
56.68,0.2931,1.04,44.2,0.0,0.94,1.51
28.26,0.2413,0.85,22.6,1.0,0.6,0.52
63.35,0.0494,0.4,55.1,0.0,0.65,0.47
24.86,0.24600000000000002,0.83,16.0,0.0,0.39,1.27
45.42,0.2566,1.12,37.5,2.0,1.89,2.05
40.16,0.4026,1.47,14.6,1.0,1.1,0.53
71.19,0.0138,0.54,62.6,1.0,0.23,0.66
49.95,0.3937,1.23,2.3,2.0,2.32,1.46
39.05,0.4239,1.54,42.1,1.0,1.05,1.35
32.17,0.1552,0.92,5.1,0.0,1.07,1.6
62.35,0.2488,1.15,3.7,1.0,1.14,1.34
46.36,0.3305,1.26,13.3,0.0,0.88,1.81
35.39,0.3579,1.45,20.7,2.0,1.12,0.82
46.82,0.1491,0.7,22.0,0.0,0.71,1.44
31.72,0.1407,0.74,76.5,0.0,0.78,1.1
60.58,0.4476,1.58,46.7,1.0,1.39,0.98
62.74,0.2817,0.97,29.2,1.0,1.21,0.31
60.81,0.29,0.94,40.6,0.0,0.74,0.71
38.45,0.2531,1.24,0.0,0.0,0.7,0.86
72.35,0.3238,1.18,10.0,2.0,2.99,2.02
52.04,0.0162,0.2,0.0,0.0,0.95,0.73
49.96,0.1583,0.59,47.6,1.0,0.33,0.61
46.25,0.3275,1.24,25.2,1.0,1.05,1.74
86.86,0.4067,1.2,39.3,0.0,0.72,1.85
78.01,0.5606,1.69,44.7,1.0,2.43,2.46
86.53,0.6467,2.22,55.9,4.0,3.22,1.28
51.73,0.2989,1.14,8.1,1.0,1.38,1.57
72.45,0.2603,1.03,0.0,4.0,2.4,1.82
58.25,0.0912,0.57,17.0,0.0,0.27,0.5
93.55,0.7722,2.6,100.0,2.0,2.84,2.47
58.84,0.3103,1.15,38.0,0.0,0.26,0.85
59.33,0.4454,1.62,18.5,2.0,1.43,1.74
62.47,0.5412,1.64,71.5,0.0,0.67,1.38
83.32,0.3065,1.58,100.0,1.0,0.9,1.27
68.78,0.5266,1.68,80.1,3.0,1.66,1.12
58.83,0.0852,0.42,0.0,2.0,0.95,0.82
65.62,0.1456,0.91,15.0,2.0,1.27,1.09
41.79,0.2529,1.23,25.6,0.0,0.52,0.83
66.87,0.2715,0.99,30.3,1.0,2.54,2.06
42.49,0.2183,0.78,64.1,0.0,0.61,0.49
61.79,0.3013,1.04,10.6,2.0,2.05,1.07
61.93,0.3296,1.07,8.4,0.0,0.64,1.11
56.03,0.3696,1.05,11.9,2.0,1.81,0.71
71.0,0.2629,1.09,0.3,1.0,1.01,1.4
39.11,0.2565,1.31,21.4,1.0,2.04,1.65
79.96,0.3477,1.21,0.0,3.0,0.83,1.55
65.62,0.0929,0.62,15.6,0.0,0.56,0.58
76.73,0.3188,1.06,0.0,1.0,0.77,1.13
86.07,0.2998,1.27,100.0,1.0,1.24,0.5
49.99,0.2734,0.93,14.7,0.0,0.89,1.0
40.06,0.2504,1.04,4.7,0.0,0.19,0.4
46.53,0.2878,1.0,10.4,2.0,1.24,0.9
59.35,0.2989,1.13,53.8,1.0,1.64,2.75
68.68,0.2238,0.76,3.9,1.0,1.21,1.3
58.56,0.3256,1.24,32.1,1.0,0.41,1.05
46.03,0.3566,1.12,12.9,1.0,1.48,1.79
39.17,0.2245,0.84,0.9,3.0,0.39,0.76
49.3,0.3897,1.37,11.0,1.0,1.92,2.25
44.18,0.2765,1.12,24.6,1.0,1.18,1.11
76.25,0.2481,0.93,94.4,1.0,1.27,1.34
58.73,0.1742,0.88,39.0,1.0,1.68,0.9
59.75,0.3236,1.19,0.0,1.0,0.99,0.89
68.24,0.2708,1.11,30.4,0.0,0.7,0.52
64.69,0.2487,1.08,16.7,2.0,1.34,1.22
64.65,0.3392,1.18,20.6,1.0,0.88,1.12
80.84,0.0665,0.53,82.9,0.0,0.65,1.39
61.42,0.3237,1.35,53.8,0.0,0.64,0.77
35.48,0.3184,1.25,20.0,1.0,1.94,1.05
71.93,0.1977,0.75,30.9,1.0,1.14,1.35
51.53,0.2652,1.12,41.4,1.0,1.89,1.38
52.94,0.2966,1.16,30.0,0.0,1.58,2.09
59.64,0.5848,1.87,23.2,0.0,1.03,1.08
49.7,0.2982,1.27,15.9,2.0,0.74,0.76
41.58,0.2565,1.29,24.6,2.0,1.93,0.46
25.1,0.278,1.0,70.6,0.0,0.24,0.47
35.65,0.174,0.83,49.2,0.0,0.12,1.4
68.1,0.0761,0.38,99.9,0.0,0.14,0.36
45.06,0.4032,1.5,0.9,1.0,0.54,0.7
65.04,0.5064,1.91,72.5,1.0,1.02,1.07
90.62,0.7271,2.27,75.4,2.0,1.55,1.85
71.45,0.0368,0.47,8.8,0.0,0.07,0.11
69.19,0.2595,1.01,0.0,1.0,0.46,1.11
72.65,0.4709,1.56,81.5,1.0,1.5,0.57
35.76,0.2794,1.33,56.5,1.0,0.28,0.29
71.94,0.4832,1.56,7.2,5.0,2.69,1.98
53.43,0.3763,1.46,48.5,4.0,3.43,1.28
76.73,0.45399999999999996,1.58,55.9,0.0,0.85,1.85
38.29,0.2822,1.21,44.9,0.0,0.76,0.59
32.42,0.2654,1.21,21.4,3.0,2.19,1.15
24.62,0.0875,0.7,12.5,0.0,2.47,1.37
47.83,0.3043,1.08,0.0,0.0,1.11,1.22
43.42,0.2496,1.12,16.6,2.0,1.31,1.14
22.41,0.1539,0.97,19.1,2.0,1.87,1.58
42.39,0.3296,1.28,9.6,0.0,1.51,2.02
32.43,0.191,0.81,54.1,0.0,0.55,1.09
74.23,0.5628,1.79,64.7,2.0,1.84,1.23
75.2,0.4394,1.62,59.1,5.0,2.33,0.76
33.59,0.4442,1.53,97.4,2.0,1.15,2.15
24.23,0.1319,0.71,19.3,0.0,0.68,0.44
27.52,0.3914,1.43,58.3,2.0,1.48,1.02
73.06,0.2681,1.0,0.0,0.0,0.24,0.67
50.11,0.2825,1.04,44.3,0.0,0.66,1.27
37.66,0.3259,1.14,45.6,2.0,0.8,0.75
73.27,0.3157,1.11,0.0,0.0,1.44,1.12
56.52,0.2012,0.83,29.9,1.0,1.06,1.11
29.54,0.2927,1.22,0.0,0.0,0.84,1.62
34.0,0.1947,0.85,40.8,2.0,1.12,1.48
57.34,0.2959,1.1,36.6,0.0,0.94,2.93
39.98,0.3775,1.44,56.0,1.0,1.99,1.71
62.29,0.226,0.79,38.1,1.0,0.33,0.81
58.07,0.2723,0.95,11.9,2.0,2.3,2.24
68.32,0.2418,1.12,40.0,2.0,0.75,0.61
81.84,0.5467,1.67,58.6,4.0,2.83,2.29
41.79,0.396,1.39,43.4,0.0,1.95,2.49
89.71,0.4891,1.66,72.3,2.0,1.6,1.09
58.85,0.096,0.72,0.0,1.0,2.53,1.48
34.39,0.2084,0.79,10.7,1.0,0.78,0.58
48.52,0.1972,0.81,51.4,1.0,1.5,0.95
56.46,0.2546,1.03,34.0,1.0,1.45,0.85
45.63,0.4144,1.56,14.5,0.0,0.63,1.75
82.22,0.4058,1.4,67.6,1.0,1.08,0.3
58.78,0.2764,1.06,0.0,1.0,1.51,1.22
44.62,0.3015,1.21,0.0,2.0,1.01,0.86
45.2,0.1293,0.68,37.4,1.0,1.11,0.42
70.93,0.0247,0.37,2.0,1.0,1.88,1.06
49.34,0.1685,0.84,0.0,1.0,0.82,0.85
28.91,0.2723,1.01,32.4,1.0,0.97,0.98
25.81,0.2851,1.32,11.9,3.0,1.2,1.87
91.16,0.2933,1.71,100.0,1.0,2.2,1.99
85.66,0.5245,2.06,0.0,1.0,1.81,2.3
66.57,0.4373,1.62,100.0,4.0,2.37,2.05
47.99,0.4397,1.33,0.0,2.0,0.77,0.93
86.9,0.4418,1.55,1.0,1.0,1.2,0.87
27.63,0.2434,1.19,17.6,0.0,0.44,1.23
40.06,0.2891,1.2,3.6,1.0,0.51,1.8
77.71,0.3679,1.3,48.4,9.0,4.38,2.78
34.77,0.303,1.15,20.5,0.0,2.4,1.46
49.03,0.2108,0.88,0.0,0.0,0.49,1.38
50.43,0.3577,1.33,9.6,1.0,1.5,1.13
40.49,0.2183,0.93,30.4,0.0,0.42,0.77
58.21,0.242,1.02,2.2,0.0,1.0,1.16
59.81,0.3605,1.48,100.0,1.0,0.41,0.48
40.27,0.2697,0.96,85.9,2.0,1.49,1.97
47.5,0.2266,0.96,16.5,2.0,0.99,1.37
85.32,0.6212,2.12,52.9,2.0,2.12,2.34
68.21,0.2186,1.06,0.0,2.0,1.12,1.15
71.01,0.3173,1.04,55.4,1.0,0.64,0.99
44.49,0.2337,1.0,35.2,1.0,1.16,0.83
80.93,0.5938,1.94,58.2,4.0,2.14,2.14
62.01,0.1687,1.01,78.8,1.0,0.66,0.53
57.04,0.3895,1.44,6.3,3.0,2.56,1.04
70.54,0.212,0.86,36.2,1.0,1.04,0.51
60.42,0.5053,1.63,13.3,2.0,1.32,1.47
58.26,0.0342,0.53,23.7,0.0,0.4,0.64
24.85,0.2231,0.91,22.2,1.0,0.92,1.24
68.48,0.3805,1.32,53.3,1.0,1.18,1.59
33.04,0.1894,0.97,28.0,0.0,0.71,1.29
38.15,0.3343,1.34,8.8,2.0,1.96,1.39
33.53,0.3096,1.27,1.6,2.0,2.25,1.21
65.69,0.3129,1.09,25.9,3.0,1.5,1.88
59.5,0.2893,1.07,24.4,1.0,0.68,0.76
23.03,0.1483,0.86,0.0,1.0,1.17,0.61
43.0,0.2243,0.91,24.7,0.0,0.96,0.91
45.36,0.1317,0.51,81.5,0.0,1.12,1.28
66.18,0.1575,0.84,43.6,1.0,0.25,0.13
72.84,0.2017,0.85,17.2,2.0,2.5,1.42
21.61,0.1457,0.81,22.7,1.0,0.66,0.32
81.85,0.1771,0.74,78.9,0.0,0.37,0.9
41.56,0.2763,1.03,14.2,0.0,0.4,1.73
65.82,0.2046,1.03,43.6,1.0,0.3,1.33
67.05,0.5666,1.6,9.7,2.0,1.64,1.25
81.05,0.2599,1.37,67.3,2.0,2.49,1.84
60.58,0.5259,1.72,18.1,2.0,1.25,1.61
40.04,0.0271,0.2,33.5,2.0,1.34,0.58
47.26,0.11,0.64,18.2,1.0,0.32,0.48
38.4,0.17600000000000002,0.78,18.5,0.0,0.53,0.93
60.16,0.2127,0.86,52.9,3.0,2.19,0.91
72.78,0.2604,0.96,38.8,0.0,1.3,1.46
66.18,0.2279,0.78,4.1,1.0,1.3,0.75
57.71,0.0575,0.64,3.3,1.0,0.92,0.76
53.26,0.3555,1.08,0.0,1.0,0.57,0.86
65.86,0.3358,1.19,60.1,1.0,1.82,0.81
63.48,0.0988,0.67,29.2,0.0,1.24,1.15
57.62,0.1375,0.9,28.5,0.0,0.1,0.32
39.49,0.2658,0.96,2.3,0.0,0.34,1.1
44.12,0.2149,0.9,26.6,0.0,0.95,1.85
54.14,0.2672,0.94,49.6,1.0,1.41,1.2
71.13,0.3043,1.02,10.1,0.0,0.14,0.56
61.81,0.2021,0.77,29.3,0.0,1.03,0.8
39.86,0.3684,1.42,69.7,5.0,1.93,0.9
40.59,0.0887,0.53,0.0,0.0,0.22,0.67
76.03,0.3231,1.08,100.0,3.0,2.94,2.12
48.11,0.0886,0.74,39.3,0.0,0.27,0.5
70.04,0.0362,0.51,14.4,2.0,1.81,0.62
65.51,0.35100000000000003,1.2,25.7,0.0,0.42,0.37
68.98,0.1359,0.7,14.5,0.0,0.44,1.06
38.57,0.2686,0.96,100.0,0.0,1.14,0.7
73.38,0.2115,0.83,21.4,2.0,2.21,1.36
49.75,0.3126,1.21,16.2,0.0,0.81,0.68
47.46,0.1506,0.7,45.2,1.0,1.64,0.52
33.38,0.2604,1.03,10.3,1.0,0.45,0.55
34.58,0.2172,1.16,32.9,0.0,0.27,0.35
38.77,0.2746,1.18,0.1,3.0,1.16,0.39
85.54,0.5029,1.84,54.5,3.0,1.06,1.8
49.62,0.1945,0.81,27.4,1.0,1.37,2.1
51.8,0.299,1.29,59.1,2.0,1.0,1.26
60.46,0.2992,1.18,19.4,0.0,0.24,0.94
33.95,0.2535,1.08,27.1,3.0,1.72,1.53
43.97,0.1063,0.68,3.0,1.0,0.78,1.33
35.55,0.1856,0.96,11.8,1.0,1.56,1.09
56.38,0.20199999999999999,1.0,40.0,0.0,0.27,0.72
58.51,0.2861,0.99,24.6,0.0,0.87,1.7
77.93,0.3642,1.25,54.2,2.0,2.32,1.75
60.77,0.0686,0.78,0.0,0.0,0.54,0.44
85.95,0.48100000000000004,1.89,0.0,2.0,1.16,1.37
54.66,0.2561,1.09,53.1,1.0,2.17,2.88
42.01,0.2,0.64,5.2,3.0,2.07,1.2
51.93,0.3035,1.08,18.4,0.0,0.66,1.15
75.05,0.4569,1.39,61.4,2.0,2.18,0.81
75.64,0.2869,1.43,6.3,1.0,1.08,0.94
83.18,0.6202,1.95,75.9,5.0,2.34,1.73
44.52,0.2417,0.96,17.4,2.0,1.87,2.42
25.35,0.1499,0.84,22.0,1.0,0.42,0.44
42.85,0.2857,1.12,15.2,1.0,0.38,0.97
80.03,0.1972,1.13,0.0,1.0,1.12,0.72
41.71,0.2933,1.1,24.2,0.0,0.69,0.54
30.42,0.1925,1.04,27.6,1.0,1.28,1.28
22.18,0.2216,0.91,0.6,0.0,0.47,0.58
48.73,0.2153,0.85,26.7,0.0,1.48,0.79
78.3,0.3737,1.55,81.0,1.0,0.95,1.73
24.86,0.1708,0.94,30.4,0.0,0.41,0.44
44.77,0.1728,0.71,0.0,1.0,0.99,0.72
67.22,0.0946,0.57,51.8,0.0,1.08,0.85
92.31,0.7335,2.7,89.5,3.0,2.39,1.8
50.51,0.3179,1.04,7.0,0.0,0.03,0.15
66.86,0.3056,1.38,0.7,0.0,0.87,1.76
26.84,0.0718,0.55,10.1,0.0,0.23,0.49
54.42,0.474,1.67,64.3,4.0,3.51,2.61
55.68,0.3225,1.19,34.4,0.0,0.91,1.6
52.86,0.3155,1.22,17.9,2.0,0.54,1.34
81.46,0.5533,2.02,75.7,3.0,2.65,2.42
33.34,0.3129,1.37,42.4,1.0,1.57,1.04
65.23,0.3043,1.07,54.7,1.0,1.47,0.89
29.41,0.2323,1.22,25.0,1.0,0.69,1.43
73.14,0.3483,1.25,21.7,2.0,0.82,0.87
74.13,0.2861,0.98,28.4,1.0,0.78,0.94
59.76,0.1651,0.99,39.4,0.0,0.25,0.56
63.18,0.0551,0.2,40.2,0.0,0.71,1.5
50.16,0.1803,0.83,2.7,1.0,3.02,1.92
26.47,0.214,1.05,32.1,2.0,1.54,1.01
59.7,0.2519,1.2,27.0,3.0,1.77,0.9
41.27,0.0722,0.55,8.1,0.0,0.31,0.87
39.82,0.4128,1.22,17.8,0.0,0.61,0.64
55.42,0.3752,1.27,22.2,1.0,0.33,0.78
68.06,0.3733,1.35,30.8,0.0,0.48,0.61
55.07,0.1338,0.87,37.2,0.0,0.57,0.57
49.71,0.1822,0.72,65.3,1.0,0.69,0.59
69.4,0.3449,1.34,23.8,0.0,0.57,1.36
75.63,0.5299,1.9,43.8,5.0,2.95,1.74
39.76,0.2567,1.13,57.0,1.0,0.73,1.17
72.39,0.2525,1.36,65.3,1.0,1.43,2.08
80.85,0.5923,1.85,66.1,1.0,2.58,2.7
43.03,0.077,0.48,12.1,0.0,0.88,0.51
44.13,0.3835,1.23,5.8,1.0,1.38,1.7
32.93,0.0702,0.56,35.3,2.0,0.62,0.85
35.08,0.4005,1.44,53.0,1.0,0.35,0.61
57.29,0.0887,0.52,2.4,0.0,0.52,0.36
77.62,0.3866,1.5,31.2,1.0,1.59,1.36
75.84,0.6516,1.93,62.6,2.0,0.97,1.37
93.73,0.8291,2.95,45.9,1.0,1.95,1.43
92.22,0.7125,2.71,64.0,2.0,3.21,1.84
91.02,0.5495,1.46,33.9,2.0,2.46,2.75
31.92,0.3372,1.19,7.1,2.0,1.97,1.09
84.39,0.2671,1.25,40.4,0.0,0.83,1.15
25.5,0.131,0.76,7.6,3.0,1.51,1.04
50.53,0.3487,1.32,5.4,1.0,0.46,0.72
22.19,0.2707,1.19,30.3,2.0,1.74,0.92
42.95,0.1955,0.87,31.2,0.0,0.27,0.5
75.48,0.4817,1.84,77.8,1.0,1.73,1.16
60.2,0.2845,0.89,4.9,1.0,0.57,0.46
60.46,0.3664,1.33,8.9,0.0,1.38,1.68
60.23,0.3182,1.14,29.9,2.0,1.99,1.13
47.75,0.2663,1.05,35.3,1.0,1.11,1.1
65.03,0.3445,1.26,29.7,0.0,0.62,1.25
85.03,0.7088,2.38,65.8,2.0,2.8,1.64
68.03,0.6662,2.43,100.0,3.0,1.07,1.61
66.65,0.0492,0.65,47.5,3.0,0.6,0.46
65.09,0.1463,0.79,12.6,2.0,1.89,0.85
40.44,0.0253,0.22,35.0,1.0,1.79,0.36
66.79,0.2149,0.79,10.7,0.0,0.59,1.15
70.04,0.263,1.03,28.5,1.0,1.44,1.3
37.8,0.2038,1.04,23.1,0.0,1.59,1.1
78.13,0.3191,1.25,100.0,0.0,0.69,1.06
49.6,0.2397,1.0,0.0,2.0,1.81,1.63
79.46,0.1977,0.84,82.9,0.0,0.54,0.68
57.9,0.3232,1.07,0.0,0.0,1.25,1.47
52.4,0.3201,1.11,51.0,1.0,0.9,1.14
44.01,0.2496,1.12,28.4,0.0,0.44,1.03
49.06,0.3117,1.25,26.5,2.0,1.49,2.01
40.04,0.263,1.01,28.6,0.0,0.27,1.08
42.03,0.2737,1.21,25.7,2.0,0.49,1.29
60.33,0.3388,0.97,5.3,0.0,1.06,1.41
26.62,0.1715,0.94,2.3,0.0,0.99,0.69
77.99,0.4585,1.77,37.3,1.0,2.38,2.8
51.65,0.3599,1.25,24.7,0.0,0.54,1.71
92.82,0.6096,2.09,28.6,2.0,3.08,1.93
33.82,0.2152,1.04,28.5,1.0,2.41,2.9
40.55,0.2798,0.94,0.0,3.0,1.44,0.98
75.38,0.2611,0.97,23.4,1.0,1.49,0.69
71.86,0.2445,1.11,27.9,1.0,0.51,0.97
41.19,0.1611,0.84,35.9,2.0,1.68,1.08
76.75,0.6982,2.31,54.3,1.0,2.89,1.92
55.6,0.2626,1.12,21.4,0.0,1.02,1.19
54.11,0.4321,1.48,26.7,0.0,0.22,0.73
64.93,0.2051,0.88,39.3,0.0,0.74,0.6
41.57,0.3039,1.11,5.6,0.0,0.34,0.56
31.72,0.2855,1.2,19.6,0.0,1.47,1.32
58.61,0.2069,0.7,41.4,1.0,0.61,0.56
36.82,0.2355,1.03,32.8,1.0,0.67,0.21
42.58,0.341,1.55,16.0,2.0,1.18,1.26
60.35,0.2692,1.01,32.5,1.0,0.55,1.06
28.33,0.1159,0.68,0.0,0.0,0.16,0.47
92.02,0.3042,1.36,100.0,3.0,3.25,2.49
44.6,0.2561,1.04,40.2,0.0,0.19,0.42
71.25,0.2609,1.02,9.2,2.0,0.3,0.49
79.26,0.4819,1.62,60.4,1.0,1.92,2.36
66.91,0.3213,1.19,46.1,1.0,0.85,1.63
44.95,0.2565,1.0,8.1,2.0,1.87,1.44
27.76,0.228,1.1,7.4,2.0,1.85,1.38
76.58,0.3263,1.15,6.6,1.0,1.02,1.12
